w	LED 2700 K Cui	w	LED 6500 K Cui
745.76	0.0259982043679291		
746.093	0.025744604390044		
746.427	0.0253155276502099		
746.761	0.0262013247293632		
747.094	0.0260198384892653		
747.427	0.0250871674805503		
747.761	0.0247770784080652		
748.094	0.024303531529929		
748.427	0.024021086056929		
748.761	0.022483861546431		
749.094	0.0213961460014735		
749.427	0.0213492720719118		
749.76	0.0221268985443842		
750.093	0.0226112624831885		
750.426	0.0227530861675034		
750.759	0.0219285857654693		
751.092	0.0219177687048012		
751.425	0.021580036032831		
751.758	0.0205043394441713		
752.091	0.0198697385516437		
752.423	0.0192772040061585		
752.756	0.0189574997686351		
753.089	0.0187159187470478		
753.421	0.018664237234967		
753.754	0.017850553893601		
754.086	0.0172868648432307		
754.419	0.0172532117655967		
754.751	0.0164299132591924		
755.084	0.0151811436998434		
755.416	0.0142713087080944		
755.748	0.0139816518613157		
756.08	0.0142556840649072		
756.413	0.013154747668022		
756.745	0.012696825433073		
757.077	0.0120814548706219		
757.409	0.0119949183852773		
757.741	0.0123939477343666		
758.073	0.0119204008562304		
758.405	0.0112557525729581		
758.737	0.0117629525287283		
759.068	0.0101776521930389		
759.4	0.00989640861566863		
759.732	0.0100310209262048		
760.064	0.00922454895861753		
760.395	0.00831711775812812		
760.727	0.00781953296739618		
761.058	0.00809356517098768		
761.39	0.00885436510464304		
761.721	0.00874138691544304		
762.053	0.00771376615197489		
762.384	0.00789525239207278		
762.716	0.00760799933655361		
763.047	0.00775463060338766		
763.378	0.00698782119158337		
763.709	0.00659359942501313		
764.04	0.0058964999597365		
764.372	0.00603111227027267		
764.703	0.00522584219831518		
765.034	0.00550227819316626		
765.365	0.00377875986005127		
765.695	0.00307805470788528		
766.026	0.00360208120247254		
766.357	0.0028388774775576		
766.688	0.00205764531819586		
767.019	0.00143025579944689		
767.349	0.00139900651307242		
767.68	0.00159251170946817		
768.011	0.00224754482770225		
768.341	0.00211533630842565		
768.672	0.00236172491253205		
769.002	0.00195187850277458		
769.332	0.00217182540302565		
769.663	0.0014855429984171		
769.993	0.00159852118761711		
770.323	5.21622703327689E-5		
770.654	-4.38E-4		
770.984	0.00133		
771.314	0.001062		
771.644	5.36E-4		
771.974	5.96E-4		
772.304	-3.98E-4		
772.634	0.00112		
772.964	0.001108		
773.294	7.68E-4		
773.623	8.46E-4		
773.953	-5E-4		
774.283	-9.99999999999994E-6		
774.613	0.001966		
774.942	6.26E-4		
775.272	9.2E-4		
775.601	4.42E-4		
775.931	-9.29008E-4		
776.26	-7.18E-4		
776.59	-4.16E-4		
776.919	0.002534		
777.248	-4.62E-4		
777.578	2.24E-4		
777.907	0.001212		
778.236	8.46E-4		
778.565	0.001514		
778.894	0.001626		
779.223	-5.52E-4		
779.552	0.001562		
779.881	1.52E-4		
780.21	0.00124		
780.539	-5.12E-4		
780.867	0.00114		
781.196	-2.00000000000001E-5		
781.525	0.001452		
781.853	8.04E-4		
782.182	2.7E-4		
782.511	5.12E-4		
782.839	5.36E-4		
783.168	0.00301		
783.496	9.84E-4		
783.824	0.001314		
784.153	0.002018		
784.481	7.64E-4		
784.809	0.00239		
785.137	0.002614		
785.465	7.4E-4		
785.794	0.001882		
786.122	1.72E-4		
786.45	0.001334		
786.778	5.24E-4		
787.105	0.00173		
787.433	6.62E-4		
787.761	6.66E-4		
788.089	6.08E-4		
788.417	0.001734		
788.744	8.96E-4		
789.072	0.001192		
789.399	-1.2E-4		
789.727	7.56E-4		
790.054	6.88E-4		
790.382	-0.001007532		
790.709	7.62E-4		
791.036	0.001846		
791.364	-2.18E-4		
791.691	-7.2E-5		
792.018	-8.59378E-4		
792.345	-5.34E-4		
792.672	7.16E-4		
792.999	-3.6E-4		
793.326	8.14E-4		
793.653	7.38E-4		
793.98	5.16E-4		
794.307	0.00246		
794.634	0.001216		
794.961	-4.4E-5		
795.287	0.001344		
795.614	1.9E-4		
795.941	-2.2E-4		
796.267	4.52E-4		
796.594	6.4E-4		
796.92	0.001238		
797.247	2.76E-4		
797.573	3.78E-4		
797.9	0.00146		
798.226	-0.001094956		
798.552	6.9E-4		
798.878	-5.82E-4		
799.204	4.16E-4		
799.531	6.08E-4		
799.857	1.7E-4		
800.183	-4.18E-4		
